Campaign,Ad_Set,Ad_Id,Gender,Location,Age_Target,Start_date,End_date,Amount_Spent_$,Reach,Impressions,Results,Cost_Per_Result,Frequncy,Post_Engagement,Post_Comments,Post_Shares,Post_Likes,Follows_Likes,Clicks,Cpc_$,Ctr
generate leads,July,AD_469035,Male,"Houston, Texas",18-25,2022-07-28,2022-08-07,44.53062874870004,1335,1868,134,0.3323181249902988,3,1167,166,417,584,389,373,0.1193850636694371,0.19967880085653106
website traffic,July,AD_468921,Male,"New York City, New York",18-25,2022-07-21,2022-08-08,54.245542312739964,1627,2277,133,0.4078612203965411,2,1423,203,508,712,474,455,0.11922097211591201,0.19982433025911286
generate leads,May,AD_468958,Female,"Los Angeles, California",25-35,2022-05-20,2022-06-05,48.22550428305204,1446,2024,111,0.4344640025500184,3,1265,180,452,633,421,404,0.11937006010656445,0.19960474308300397
brand awarness,June,AD_469244,Female,"Chicago,Illinois",25-35,2022-06-13,2022-06-27,52.351974809518026,1570,2198,116,0.45131012766825884,1,1373,196,490,687,457,439,0.11925278999890211,0.1997270245677889
brand awarness,May,AD_469094,Male,"Phoenix, Arizona",25-35,2022-05-28,2022-06-10,33.900461568665776,1017,1423,40,0.8475115392166443,1,889,127,317,445,296,284,0.11936782242487949,0.19957835558678846
brand awarness,June,AD_469350,Male,"Chicago,Illinois",18-25,2022-06-18,2022-07-11,17.782990671496698,533,746,151,0.11776815014236224,3,466,66,167,233,155,149,0.11934893068118589,0.19973190348525469
generate leads,May,AD_469060,Male,"Houston, Texas",18-25,2022-05-18,2022-06-10,15.010711081420684,450,630,40,0.3752677770355171,2,393,56,140,197,131,126,0.1191326276303229,0.2
generate leads,June,AD_469069,Male,"Los Angeles, California",18-25,2022-06-02,2022-06-20,11.42210506354192,342,478,35,0.32634585895834056,1,298,42,107,149,99,95,0.12023268487938864,0.19874476987447698
brand awarness,June,AD_469173,Female,"Los Angeles, California",25-35,2022-06-07,2022-06-16,73.98626966499187,2219,3106,63,1.1743852327776487,1,1941,277,693,971,647,621,0.11914053086150059,0.19993560849967804
brand awarness,July,AD_469385,Female,"Chicago,Illinois",18-25,2022-07-17,2022-08-07,95.52529454571209,2865,4010,80,1.1940661818214011,1,2506,358,895,1253,835,802,0.11910884606697268,0.2
website traffic,June,AD_468896,Male,"Los Angeles, California",45-60,2022-06-11,2022-07-05,29.80895758239597,894,1251,138,0.21600693900286935,3,781,111,279,391,260,250,0.11923583032958388,0.19984012789768185
generate leads,June,AD_469020,Female,"Los Angeles, California",35-40,2022-06-24,2022-07-13,41.88761605215464,1256,1758,178,0.23532368568626202,1,1098,156,393,549,366,351,0.11933793747052604,0.19965870307167236
website traffic,June,AD_468829,Female,"Los Angeles, California",45-60,2022-06-30,2022-07-02,55.391812733632534,1661,2325,131,0.4228382651422331,3,1453,207,519,727,484,465,0.11912217792179039,0.2
brand awarness,July,AD_469172,Male,"Los Angeles, California",45-60,2022-07-02,2022-07-05,24.267906274962108,728,1019,40,0.6066976568740527,3,636,90,228,318,212,203,0.1195463363298626,0.19921491658488713
brand awarness,June,AD_469387,Male,"Phoenix, Arizona",60+,2022-06-24,2022-06-28,22.26711239327799,668,935,24,0.9277963497199163,2,584,83,209,292,194,187,0.11907546734373257,0.2
brand awarness,May,AD_469312,Female,"Los Angeles, California",25-35,2022-05-19,2022-06-17,19.483321713070197,584,817,170,0.11460777478276586,1,510,72,183,255,170,163,0.11952958106178035,0.19951040391676866
brand awarness,July,AD_469337,Female,"New York City, New York",35-40,2022-07-06,2022-07-15,62.485729512110645,1874,2623,170,0.36756311477712145,1,1639,234,585,820,546,524,0.1192475754047913,0.19977125428898207
generate leads,May,AD_469028,Female,"Phoenix, Arizona",18-25,2022-05-11,2022-05-31,76.12842472845584,2283,3196,25,3.045136989138234,1,1997,285,713,999,665,639,0.11913681491151148,0.1999374217772215
brand awarness,June,AD_469119,Male,"New York City, New York",25-35,2022-06-29,2022-07-28,87.59928313233583,2627,3677,109,0.803663148003081,2,2298,328,821,1149,766,735,0.11918269813923242,0.19989121566494425
generate leads,May,AD_469038,Male,"New York City, New York",60+,2022-05-28,2022-06-13,94.53420694325109,2836,3970,87,1.0866000798074837,3,2481,354,886,1241,827,794,0.11906071403432128,0.2
website traffic,June,AD_468933,Male,"Los Angeles, California",45-60,2022-06-14,2022-06-18,39.37642681250262,1181,1653,31,1.2702073165323426,3,1033,147,369,517,344,330,0.11932250549243219,0.1996370235934664
brand awarness,June,AD_469373,Female,"Los Angeles, California",35-40,2022-06-22,2022-07-08,42.95362783190833,1288,1803,189,0.2272678721264991,2,1126,160,403,563,375,360,0.11931563286641202,0.19966722129783693
brand awarness,July,AD_469164,Male,"Houston, Texas",25-35,2022-07-28,2022-08-22,79.88586392175172,2396,3354,64,1.2482166237773706,2,2096,299,749,1048,698,670,0.11923263271903242,0.1997614788312463
brand awarness,June,AD_469264,Female,"Chicago,Illinois",18-25,2022-06-09,2022-07-04,12.873961113064032,386,540,34,0.3786459150901186,2,337,48,120,169,112,108,0.11920334363948178,0.2
generate leads,July,AD_468983,Female,"Phoenix, Arizona",25-35,2022-07-26,2022-08-24,81.1492442271739,2434,3407,74,1.096611408475323,3,2129,304,760,1065,709,681,0.11916188579614376,0.19988259465805694
brand awarness,May,AD_469318,Male,"Los Angeles, California",25-35,2022-05-15,2022-05-21,86.5714728741693,2597,3635,192,0.45089308788629845,2,2271,324,811,1136,757,727,0.11908043036336906,0.2
generate leads,May,AD_468961,Female,"Los Angeles, California",60+,2022-05-11,2022-05-27,38.90889735419479,1167,1633,108,0.36026756809439625,3,1020,145,365,510,340,326,0.11935244587176316,0.1996325780771586
website traffic,June,AD_468902,Female,"Houston, Texas",18-25,2022-06-11,2022-07-07,10.333238807920132,309,432,21,0.49205899085333965,3,270,38,97,135,90,86,0.12015393962697828,0.19907407407407407
generate leads,May,AD_469040,Female,"Los Angeles, California",18-25,2022-05-06,2022-05-19,48.42354148626099,1452,2032,194,0.2496058839497989,1,1270,181,454,635,423,406,0.11926980661640638,0.19980314960629922
brand awarness,June,AD_469137,Male,"Los Angeles, California",45-60,2022-06-13,2022-07-11,95.47172322546577,2864,4009,179,0.5333615822651718,2,2505,357,895,1253,835,801,0.11919066569970757,0.199800448989773
generate leads,June,AD_469034,Male,"Los Angeles, California",25-35,2022-06-19,2022-06-29,41.2116644988634,1236,1730,21,1.9624602142315903,3,1081,154,386,541,360,346,0.11910885693313121,0.2
brand awarness,July,AD_469195,Male,"Chicago,Illinois",35-40,2022-07-14,2022-07-28,10.70001015041246,321,449,161,0.06645969037523267,2,280,40,100,140,93,89,0.1202248331507018,0.19821826280623608
website traffic,June,AD_468822,Male,"Chicago,Illinois",25-35,2022-06-08,2022-07-01,69.09840141717886,2072,2900,96,0.7197750147622798,1,1812,258,648,906,604,580,0.11913517485720494,0.2
brand awarness,July,AD_469179,Male,"Chicago,Illinois",25-35,2022-07-16,2022-08-14,37.08569864785922,1112,1556,35,1.0595913899388347,2,972,138,348,486,324,311,0.11924661944649266,0.19987146529562982
brand awarness,July,AD_469128,Male,"Chicago,Illinois",18-25,2022-07-11,2022-08-06,94.89504426000205,2846,3984,23,4.125871489565307,3,2490,355,890,1245,830,796,0.11921487972362067,0.19979919678714858
brand awarness,July,AD_469229,Female,"Los Angeles, California",35-40,2022-07-03,2022-07-27,50.58446908583547,1517,2123,163,0.31033416617076975,2,1326,189,474,663,442,424,0.11930299312697046,0.19971738106453132
generate leads,June,AD_468946,Male,"New York City, New York",18-25,2022-06-30,2022-07-10,21.237460827559136,637,891,54,0.3932863116214655,3,556,79,199,278,185,178,0.1193115776829165,0.19977553310886645
generate leads,July,AD_468940,Female,"Chicago,Illinois",25-35,2022-07-17,2022-07-23,17.246787864618334,517,723,154,0.11199212899102814,2,451,64,161,226,150,144,0.11976936017096065,0.1991701244813278
website traffic,June,AD_468818,Male,"Chicago,Illinois",35-40,2022-06-06,2022-06-19,53.11655067670286,1593,2230,158,0.3361807004854611,2,1393,199,497,697,464,446,0.11909540510471493,0.2
generate leads,July,AD_469052,Male,"New York City, New York",35-40,2022-07-16,2022-07-18,74.89326198150883,2246,3144,37,2.024142215716455,3,1965,280,702,983,655,628,0.11925678659475929,0.19974554707379136
brand awarness,May,AD_469309,Female,"New York City, New York",18-25,2022-05-24,2022-05-29,92.72142766020262,2781,3893,95,0.9760150280021329,2,2433,347,869,1217,811,778,0.1191792129308517,0.19984587721551503
brand awarness,June,AD_469260,Female,"Houston, Texas",25-35,2022-06-15,2022-07-06,59.8488124856205,1795,2513,100,0.598488124856205,2,1570,224,561,785,523,502,0.11922074200322809,0.19976124154397135
generate leads,May,AD_469086,Male,"Los Angeles, California",35-40,2022-05-16,2022-06-09,32.983647857954324,989,1384,37,0.8914499421068737,3,865,123,309,433,288,276,0.11950597049983451,0.1994219653179191
website traffic,July,AD_468828,Female,"Los Angeles, California",45-60,2022-07-08,2022-07-13,71.48499906825774,2144,3001,91,0.7855494403105245,1,1875,267,670,938,625,600,0.1191416651137629,0.19993335554815062
website traffic,June,AD_468894,Male,"Los Angeles, California",25-35,2022-06-21,2022-07-17,54.1031852931644,1623,2272,28,1.9322566176130143,3,1420,202,508,710,473,454,0.11917001165895243,0.19982394366197184
brand awarness,May,AD_469359,Male,"Los Angeles, California",25-35,2022-05-01,2022-05-10,44.12345070225388,1323,1852,36,1.225651408395941,2,1157,165,413,579,385,370,0.11925256946555103,0.19978401727861772
generate leads,July,AD_469017,Male,"Phoenix, Arizona",25-35,2022-07-22,2022-07-28,77.92908817789238,2337,3271,182,0.42818180317523286,2,2044,292,730,1022,681,654,0.11915762718332168,0.199938856618771
brand awarness,June,AD_469184,Female,"Los Angeles, California",25-35,2022-06-18,2022-07-15,99.51984734442611,2985,4179,83,1.1990343053545314,2,2611,373,932,1306,870,835,0.1191854459214684,0.1998085666427375
brand awarness,June,AD_469378,Male,"Chicago,Illinois",25-35,2022-06-29,2022-07-10,23.962906317582085,718,1005,178,0.13462306919989936,1,628,89,225,314,209,201,0.11921843939095565,0.2
generate leads,May,AD_469067,Female,"Chicago,Illinois",18-25,2022-05-05,2022-06-03,73.66387193729943,2209,3092,25,2.946554877491977,2,1932,276,690,966,644,618,0.11919720378203792,0.1998706338939198
website traffic,May,AD_468865,Male,"Houston, Texas",25-35,2022-05-23,2022-06-09,89.23524254108419,2677,3747,155,0.5757112422005431,1,2341,334,836,1171,780,749,0.11913917562227529,0.19989324793167867
